idx,epoch,weight l3 p0,weight l3 p1,weight l3 p2,weight l3 p3,weight l3 p4,weight l3 p5,weight l3 p6,weight l3 p7,weight l3 p8,weight l3 p9,weight l3 p10,weight l3 p11,weight l3 p12,weight l3 p13,weight l3 p14,weight l3 p15,weight l3 p16,weight l3 p17,weight l3 p18,weight l3 p19,weight l3 p20,weight l3 p21,weight l3 p22,weight l3 p23,weight l3 p24,weight l3 p25,weight l3 p26,weight l3 p27,weight l3 p28,weight l3 p29,weight l3 p30,weight l3 p31,weight l3 p32,weight l3 p33,weight l3 p34,weight l3 p35,weight l3 p36,weight l3 p37,weight l3 p38,weight l3 p39,weight l3 p40,weight l3 p41,weight l3 p42,weight l3 p43,weight l3 p44,weight l3 p45,weight l3 p46,weight l3 p47,weight l3 p48,weight l3 p49,weight l3 p50,weight l3 p51,weight l3 p52,weight l3 p53,weight l3 p54,weight l3 p55,weight l3 p56,weight l3 p57,weight l3 p58,weight l3 p59,weight l3 p60,weight l3 p61,weight l3 p62,weight l3 p63,weight l3 p64,weight l3 p65,weight l3 p66,weight l3 p67,weight l3 p68,weight l3 p69,weight l3 p70,weight l3 p71,weight l3 p72,weight l3 p73,weight l3 p74,weight l3 p75,weight l3 p76,weight l3 p77,weight l3 p78,weight l3 p79,weight l3 p80,weight l3 p81,weight l3 p82,weight l3 p83,weight l3 p84,weight l3 p85,weight l3 p86,weight l3 p87,weight l3 p88,weight l3 p89,weight l3 p90,weight l3 p91,weight l3 p92,weight l3 p93,weight l3 p94,weight l3 p95,weight l3 p96,weight l3 p97,weight l3 p98,weight l3 p99,configuration No
0,0,0.0236748568713665,0.0162743590772151,-0.0260024555027484,0.0309434793889522,-0.0120793115347623,0.0162668600678443,-0.0282397028058767,0.0264685861766338,-0.0179383680224418,-0.0300208944827318,0.0182770937681198,-0.0241790413856506,0.0300946868956089,0.0289207808673381,0.0248713195323944,0.035045925527811,0.0120055861771106,-0.0323928296566009,0.019956849515438,-0.011397149413824,0.0014625079929828,-0.0159655772149562,0.0062174350023269,-0.0278294086456298,0.0163874216377735,-0.0026143863797187,-0.0322424322366714,-0.0178145132958889,-0.0142658054828643,0.000422429293394,-0.0221728142350912,-0.0351732745766639,0.0022817440330982,0.0282093621790409,0.008431851863861,-0.0219444725662469,-0.0182874985039234,0.0046883635222911,0.0321417562663555,-0.0138064883649349,-0.0059565436094999,-0.0285041090101003,-0.0182233452796936,-0.0140345059335231,0.0208374187350273,0.0062629058957099,0.0253968201577663,-0.0119417607784271,0.0122468806803226,0.0196789801120758,-0.0151445101946592,-0.005258023738861,0.0334353260695934,0.0233352668583393,0.0161820128560066,-0.0040026828646659,0.0104674994945526,0.0278707705438137,-0.0324168466031551,0.0089104026556015,-0.0074792802333831,-0.0319293737411499,0.0005011297762393,-0.0317810401320457,-0.0143522880971431,-0.0153464209288358,0.0175336822867393,-0.0094982478767633,-0.0236417278647422,0.0177079513669013,0.0160635858774185,0.0149989016354084,0.0138911195099353,-0.012703763321042,-0.0159432552754879,0.0048264935612678,-0.0131246373057365,-0.0124010611325502,-0.0240880902856588,-0.0072821117937564,-0.0269149243831634,-0.0031121484935283,-0.0303300768136978,0.0321555249392986,-0.0255041979253292,-0.0121274944394826,-0.0034656040370464,-0.0131659600883722,-0.0150232277810573,-0.017109615728259,-0.0160763226449489,-0.0166510436683893,-0.0050268936902284,-0.0219037197530269,-0.0190757140517234,0.0186207816004753,-0.0226389393210411,-0.0167700443416833,0.0121189504861831,-0.0049811135977506,0
1,1,0.0616505071520805,0.0542500093579292,0.011973206885159,0.0689191445708274,0.0258963499218225,0.0542425103485584,0.0097359595820307,0.0644442439079284,0.0200372915714979,0.0079547679051756,0.0562527440488338,0.0137966200709342,0.0680700466036796,0.0668957829475402,0.0628469660878181,0.0730215832591056,0.0499812364578247,0.0055828322656452,0.0579324997961521,0.0265785120427608,0.0394381657242774,0.0220100823789834,0.044193085283041,0.0101462518796324,0.0543630719184875,0.0353612676262855,0.0057332287542521,0.0201611462980508,0.0237098541110754,0.0383980870246887,0.0158028472214937,0.0028023878112435,0.0402574017643928,0.0661850273609161,0.0464074984192848,0.0160303376615047,0.0196855533868074,0.0426308028399944,0.0700644329190254,0.0241455398499965,0.0319690965116024,0.0090619903057813,0.0180830433964729,0.0235575456172227,0.0576022788882255,0.0433278307318687,0.0631735920906066,0.0260115880519151,0.0502157621085643,0.0575726591050624,0.0227930378168821,0.0327174887061119,0.0714109912514686,0.0613109171390533,0.0541576631367206,0.0339729748666286,0.0484431497752666,0.0658464431762695,0.005558815319091,0.047420434653759,0.03068065084517,0.0060447701252996,0.0338186100125312,0.0008549519116058,0.02108103223145,0.0196828786283731,0.0509460382163524,0.0237686410546302,0.0055786920711398,0.0413136631250381,0.0355263315141201,0.032825868576765,0.0212977938354015,-0.0014369474956765,-0.0045102317817509,0.0170660801231861,0.0059617133811116,0.0220688320696353,0.013139970600605,0.0302904956042766,0.0110104298219084,0.0348621159791946,0.0076455855742096,0.0701311826705932,0.0124714644625782,0.0258481670171022,0.0345100499689579,0.0263575632125139,0.0234683752059936,0.0208421889692544,0.0164995044469833,0.0127976862713694,0.0227179806679487,-0.0040821093134582,-0.0051305866800248,0.0237620845437049,-0.0242735985666513,-0.0194735378026962,-0.0042115547694265,-0.0365936569869518,0
2,2,0.0665740445256233,0.0591735541820526,0.0168967470526695,0.0738426819443702,0.0308198928833007,0.0591660551726818,0.0146595034748315,0.0693677812814712,0.024960832670331,0.0128783117979764,0.0611762888729572,0.0187201593071222,0.0729935839772224,0.071819320321083,0.0677705034613609,0.0779451206326484,0.054904781281948,0.0105063738301396,0.0628560483455658,0.0315020531415939,0.0443617105484008,0.0269336234778165,0.0491166301071643,0.0150697948411107,0.0592866167426109,0.0402848124504089,0.0106567703187465,0.0250846873968839,0.0286333952099084,0.0433216318488121,0.0207263883203268,0.007725931238383,0.0451809465885162,0.0711085647344589,0.0513310432434082,0.0209537968039512,0.0246085338294506,0.0475302524864673,0.0749138295650482,0.0290063638240098,0.036884605884552,0.0133040668442845,0.0213288869708776,0.0281471386551857,0.062433261424303,0.0482182092964649,0.0680369436740875,0.0308627896010875,0.055075392127037,0.0624862648546695,0.0277165342122316,0.0376410298049449,0.0763345286250114,0.0662344545125961,0.059081207960844,0.038896519690752,0.05336669459939,0.0707699805498123,0.0104823568835854,0.0523439794778823,0.0356039255857467,0.0109679102897644,0.0387421548366546,0.0057783839292824,0.0259826313704252,0.0245200842618942,0.0556567385792732,0.028318477794528,0.0048303306102752,0.0347498320043087,0.0290623530745506,0.0293451156467199,0.0181570369750261,-0.0071154967881739,-0.0104901883751153,0.014061827212572,0.0013811826938763,0.0214707851409912,0.0167920216917991,0.0352092944085598,0.0159338023513555,0.039785660803318,0.0125691294670104,0.075054720044136,0.0173950064927339,0.0307717062532901,0.0394335947930812,0.0304178185760974,0.0277011152356863,0.0203382335603237,0.0155537920072674,0.0107898795977234,0.0200287718325853,-0.0127742234617471,-0.0131603609770536,0.0162959527224302,-0.0381768159568309,-0.0454883351922035,-0.0265299957245588,-0.0495538115501403,0
3,3,0.071715272963047,0.0643147453665733,0.022037936374545,0.0789839103817939,0.0359610915184021,0.0643072500824928,0.0198007021099329,0.0745090097188949,0.0301020238548517,0.0180195085704326,0.0663174986839294,0.0238613504916429,0.0781338885426521,0.0769405290484428,0.0728917121887207,0.0830855146050453,0.0600459761917591,0.0156475696712732,0.0679972693324089,0.0366432480514049,0.0495029054582119,0.0320748165249824,0.0542578250169754,0.0202109925448894,0.0644278079271316,0.0454260073602199,0.0157979670912027,0.0302258785814046,0.0337745957076549,0.0484628267586231,0.0258675795048475,0.0128671275451779,0.0503221414983272,0.0762497931718826,0.0564722344279289,0.0260948427021503,0.0297481566667556,0.0526580698788166,0.0800402387976646,0.0341414958238601,0.0420244075357914,0.0184301938861608,0.0264456719160079,0.036858394742012,0.0773583874106407,0.0580130293965339,0.0731779113411903,0.0360038913786411,0.0602165795862674,0.0676274672150611,0.0328577272593975,0.042782224714756,0.0814757570624351,0.0713756829500198,0.064222402870655,0.044037714600563,0.058507889509201,0.075911208987236,0.0156235536560416,0.0573170483112335,0.0407451204955577,0.0161091070622205,0.0436897687613964,0.011890628375113,0.030839892104268,0.0277673415839672,0.0587995238602161,0.0327797085046768,0.009573146700859,0.0395804904401302,0.0332620441913604,0.0309317093342542,0.0201820209622383,-0.0036323170643299,-0.0063316039741039,0.0180536936968565,0.0052647232078015,0.0259427595883607,0.0217123311012983,0.0403497479856014,0.0210749935358762,0.044926855713129,0.0177103262394666,0.0801959484815597,0.0225361976772546,0.0359129011631011,0.0445747897028923,0.0342501923441886,0.0308159440755844,0.0246564671397209,0.020595584064722,0.0173219144344329,0.0216690171509981,-0.0180523693561553,-0.0193693749606609,0.0107172941789031,-0.0395228862762451,-0.0357729606330394,-0.0300517715513706,-0.0548943318426609,0
4,4,0.0734011605381965,0.0660006254911422,0.0237238090485334,0.0806697979569435,0.0376469604671001,0.0659931302070617,0.0214865747839212,0.0761948972940445,0.0317878983914852,0.019705381244421,0.0680033862590789,0.0255472231656312,0.0798197761178016,0.0786264166235923,0.0745775997638702,0.0847714021801948,0.0617318600416183,0.0173334442079067,0.0696831569075584,0.038329117000103,0.0511887744069099,0.0337606891989707,0.0559436939656734,0.0218968652188777,0.0661136955022811,0.047111876308918,0.0174838416278362,0.0319117531180381,0.035460464656353,0.0501486957073211,0.0275534521788358,0.0145530011504888,0.0520080104470253,0.0779356807470321,0.0581581033766269,0.0277807153761386,0.0314340256154537,0.0543439090251922,0.0816732123494148,0.0353720039129257,0.0434398986399173,0.0200968198478221,0.0281032938510179,0.0385354980826377,0.0789695903658866,0.0595906861126422,0.0748199447989463,0.0376893617212772,0.0619024038314819,0.0693133547902107,0.0345435962080955,0.044468093663454,0.0831616446375846,0.0730615705251693,0.065908282995224,0.045723583549261,0.060193758457899,0.0775970965623855,0.0173094291239976,0.0590029172599315,0.0424307808279991,0.017794981598854,0.0453733578324317,0.0135679235681891,0.0324874222278595,0.0293948873877525,0.0601198002696037,0.0337145999073982,0.0097594205290079,0.0394858680665493,0.0313271731138229,0.0283712651580572,0.0163405183702707,-0.0050608152523636,-0.0060975113883614,0.0191954337060451,0.006773667410016,0.0275051891803741,0.022770345211029,0.0412890389561653,0.0226572733372449,0.046612724661827,0.019396198913455,0.0818818360567092,0.024222070351243,0.0375987701117992,0.0462606586515903,0.0359360612928867,0.0325015187263488,0.0263357795774936,0.0220827907323837,0.0185320992022752,0.024037541821599,-0.0199340339750051,-0.0282975155860185,0.000706399383489,-0.0431015826761722,-0.0471902750432491,-0.0418135039508342,-0.0481498204171657,0
5,5,0.0793603062629699,0.0719597712159156,0.0296829547733068,0.0866289436817169,0.0436061024665832,0.0719522759318351,0.0274457205086946,0.0821540430188179,0.0377470441162586,0.0256645269691944,0.0739625319838523,0.0315063670277595,0.085778921842575,0.0845855623483657,0.0805367454886436,0.0907305479049682,0.0676909908652305,0.0232925899326801,0.0756423026323318,0.0442882589995861,0.057147916406393,0.0397198311984539,0.0619028359651565,0.0278560109436512,0.0720728412270546,0.0530710183084011,0.0234429873526096,0.0378708951175212,0.0414196066558361,0.0561078377068042,0.033512607216835,0.0205121468752622,0.0579671487212181,0.0838948264718055,0.0641172379255294,0.0337398648262023,0.0373931489884853,0.0602529905736446,0.0867610052227974,0.0461312904953956,0.0592102669179439,0.0300867725163698,0.0340443439781665,0.0444887094199657,0.0848772898316383,0.0655273124575614,0.0807790756225586,0.0436485037207603,0.0678615421056747,0.0752725005149841,0.0405027382075786,0.0504272356629371,0.0891207903623581,0.0790207162499427,0.0718674287199974,0.0516827255487442,0.0661529153585434,0.0835562422871589,0.023268574848771,0.0649620592594146,0.0483849793672561,0.0237493850290775,0.0513315722346305,0.0193947628140449,0.0379514805972576,0.0306681003421545,0.0602765083312988,0.0392845049500465,0.0197134260088205,0.0448271259665489,0.0286269672214984,0.0243933238089084,0.0112532442435622,-0.0072930008172988,-0.0025213903281837,0.024112420156598,0.0121805509552359,0.0330685935914516,0.0284440703690052,0.0471142046153545,0.0286163184791803,0.0525718666613101,0.0253553446382284,0.0878409817814827,0.0301812160760164,0.0435579121112823,0.0522197969257831,0.0418952032923698,0.038455881178379,0.032278586179018,0.027953827753663,0.0240333769470453,0.0334335304796695,-0.0210073720663785,-0.0321395918726921,-0.0047353995032608,-0.0407740324735641,-0.0379306711256504,-0.034943651407957,-0.0554768182337284,0
6,6,0.081625647842884,0.0742251127958297,0.031948298215866,0.088894285261631,0.0458714514970779,0.0742176175117492,0.0297110602259635,0.084419384598732,0.0400123931467533,0.0279298704117536,0.0762278735637664,0.0337717160582542,0.0880442634224891,0.0868509039282798,0.0828020870685577,0.0929958894848823,0.0699563324451446,0.0255579352378845,0.0779076442122459,0.0465536080300807,0.0594132803380489,0.0419851802289485,0.06416817009449,0.0301213487982749,0.0743381828069686,0.0553363673388958,0.025708332657814,0.0401362441480159,0.0436849556863307,0.0583731979131698,0.0357779562473297,0.0227774921804666,0.0602325163781642,0.0861601531505584,0.0663822516798973,0.0360047258436679,0.0396561883389949,0.0625126808881759,0.0890215933322906,0.0483892820775508,0.0614697933197021,0.0323239639401435,0.0362509526312351,0.0467213355004787,0.0871378034353256,0.0677926167845726,0.0830435380339622,0.0459120273590087,0.0701255798339843,0.0775378048419952,0.0427680872380733,0.0526925846934318,0.0913861319422721,0.0812860578298568,0.0741327702999115,0.0539480745792388,0.0684182569384574,0.085821583867073,0.0255339201539754,0.0672274008393287,0.0506503283977508,0.0260136071592569,0.0535962879657745,0.0216594412922859,0.0401274114847183,0.032421376556158,0.0611114092171192,0.0376629419624805,0.0182483252137899,0.0436552390456199,0.0272412654012441,0.0235595274716615,0.0096553685143589,-0.0077335224486887,-0.0026613711379468,0.0247080959379673,0.0136346463114023,0.0350055955350399,0.0305239539593458,0.0493169501423835,0.0308219771832227,0.0548182316124439,0.0276206862181425,0.0901063233613967,0.0324465557932853,0.045823261141777,0.0544851459562778,0.0441513210535049,0.0405872613191604,0.0345389395952224,0.0301840342581272,0.0261962134391069,0.0350987836718559,-0.0260428916662931,-0.0508902333676815,-0.0318755581974983,-0.056113664060831,-0.0368962846696376,-0.027856882661581,-0.06013910099864,0
7,7,0.0825786739587783,0.075178138911724,0.0329012908041477,0.0898473113775253,0.0468244440853595,0.0751706436276435,0.0306640453636646,0.0853724107146263,0.0409653857350349,0.0288828648626804,0.0771808996796608,0.0347247086465358,0.0889972895383834,0.0878039300441742,0.083755113184452,0.0939489156007766,0.0709093585610389,0.0265109278261661,0.0788606703281402,0.0475066006183624,0.0603662654757499,0.0429381728172302,0.0651211962103843,0.0310743376612663,0.075291208922863,0.0562893599271774,0.0266613252460956,0.0410892367362976,0.0446379482746124,0.0593261905014514,0.0367309488356113,0.0237304847687482,0.0611855089664459,0.0871131792664527,0.0673351660370826,0.0369573459029197,0.0406079962849617,0.0634649991989135,0.0899746194481849,0.0493422709405422,0.0624228194355964,0.0332766361534595,0.0370339415967464,0.0453924946486949,0.0842093899846077,0.0676799863576889,0.0839957371354103,0.0468610823154449,0.0710736885666847,0.0784812420606613,0.0437202863395214,0.0536455772817134,0.0923391580581665,0.0822390839457511,0.0750857964158058,0.0549010671675205,0.0693712830543518,0.0867746099829673,0.0264869127422571,0.068180426955223,0.0516032092273235,0.0269665997475385,0.0545609667897224,0.0225669983774423,0.0409074649214744,0.0326735563576221,0.0601853132247924,0.0346963368356227,0.0153603181242942,0.0440287515521049,0.0257084816694259,0.0207391064614057,0.0117794554680585,-0.0078524779528379,-0.0026264495681971,0.0240519139915704,0.0132650192826986,0.0356782265007495,0.0312716774642467,0.0502481758594512,0.0317680947482585,0.0557712242007255,0.0285736806690692,0.0910593494772911,0.033399548381567,0.0467762537300586,0.0554381385445594,0.0451041162014007,0.0415396876633167,0.0354371890425682,0.0309714339673519,0.0268734470009803,0.0361919067800045,-0.0213439986109733,-0.0601950250566005,-0.0333355404436588,-0.0657710954546928,-0.0481894947588443,-0.0426908545196056,-0.0630232989788055,0
8,8,0.0909079760313034,0.0835074409842491,0.04123055934906,0.0981766134500503,0.0551537126302719,0.0834999457001686,0.0389933139085769,0.0937017127871513,0.0492946542799472,0.0372121445834636,0.0855102017521858,0.0430539771914482,0.0973265916109085,0.0961332321166992,0.092084415256977,0.1022782176733017,0.079238660633564,0.0348402187228202,0.0871899724006652,0.0558358691632747,0.0686955526471138,0.0512674413621425,0.0734504982829094,0.0394036062061786,0.083620510995388,0.0646186172962188,0.0349906161427497,0.0494185052812099,0.0529672168195247,0.0676554664969444,0.0450602173805236,0.0320597626268863,0.0695148035883903,0.0954424813389778,0.0756644681096077,0.0452866144478321,0.048937264829874,0.0717939287424087,0.0982936099171638,0.0575622878968715,0.0705662742257118,0.041562408208847,0.0453375130891799,0.0536953844130039,0.0925073996186256,0.0760055035352706,0.0923178419470787,0.0551273413002491,0.0793074667453765,0.0867726355791091,0.0520495548844337,0.0619748458266258,0.1006684601306915,0.0905683860182762,0.0834150984883308,0.0632303282618522,0.0777005851268768,0.0951039120554924,0.0348162055015563,0.0765097290277481,0.0599324777722358,0.0346088334918022,0.0567508824169635,0.0215484723448753,0.0443563945591449,0.0356683246791362,0.0614990964531898,0.0398978441953659,0.0160729736089706,0.0448475927114486,0.0324737653136253,0.0259093288332223,0.0167265199124813,-0.0023128585889935,0.0030777473002672,0.0295302905142307,0.0154988635331392,0.0399503856897354,0.0388229228556156,0.0584594011306762,0.0400834716856479,0.0641004517674446,0.0369029603898525,0.0993886515498161,0.0417288169264793,0.055105522274971,0.0637674033641815,0.053433384746313,0.0498725771903991,0.0401045158505439,0.0260970145463943,0.0219708830118179,0.031487800180912,-0.0217097979038953,-0.0540243312716484,-0.0184192880988121,-0.0533085875213146,-0.0404911302030086,-0.0353319682180881,-0.0757225006818771,0
9,9,0.0940069705247879,0.0866064354777336,0.0443295389413833,0.1012756079435348,0.0582526922225952,0.0865989401936531,0.0420922935009002,0.0968007072806358,0.0523936338722705,0.0403111241757869,0.0886091962456703,0.0461529567837715,0.100425586104393,0.0992322266101837,0.0951834097504615,0.1053772121667862,0.0823376551270484,0.0379391983151435,0.0902889668941497,0.058934848755598,0.0717945471405983,0.0543664209544658,0.0765494927763938,0.0425025857985019,0.0867195054888725,0.0677176117897033,0.038089595735073,0.0525174848735332,0.056066196411848,0.0707544609904289,0.0481591969728469,0.0351587459444999,0.0726137980818748,0.0985414758324623,0.0787634626030922,0.0483855940401554,0.052036240696907,0.0748483315110206,0.1013341024518013,0.0606572292745113,0.0736633092164993,0.0446611382067203,0.0484354682266712,0.0561535470187664,0.093442752957344,0.0790999233722686,0.0954069942235946,0.0582237914204597,0.0824064314365387,0.0898716151714325,0.055148534476757,0.0650738254189491,0.103767454624176,0.0936673805117607,0.0865140929818153,0.0663293153047561,0.0807995796203613,0.0982029065489769,0.0379151701927185,0.0796087235212326,0.0630314499139785,0.0377077683806419,0.0598380975425243,0.0245820377022027,0.0437508933246135,0.0326652042567729,0.0639413520693779,0.0423757582902908,0.0167761240154504,0.0429288074374198,0.0281656943261623,0.0146963559091091,0.0060416301712393,-0.0119281681254506,-0.0012484252220019,0.0278909020125865,0.0152317862957715,0.0422857366502285,0.0414885692298412,0.0610190145671367,0.0428350083529949,0.0671994462609291,0.0400019399821758,0.1024876460433006,0.0448277965188026,0.0582045018672943,0.0668663680553436,0.0565323606133461,0.0529714450240135,0.0431932732462883,0.0287007745355367,0.0214211475104093,0.0253955014050006,-0.02687175758183,-0.0559381395578384,-0.0256951097398996,-0.0761287212371826,-0.0667774677276611,-0.0587209425866603,-0.0884708687663078,0
