idx,epoch,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,a91,a92,a93,a94,a95,a96,a97,a98,a99,config
0,0,-0.08288214355707169,0.04282438009977341,-0.021560929715633392,0.023597076535224915,0.06846889108419418,-0.031203940510749817,-0.07243126630783081,0.08452797681093216,-0.09023081511259079,0.01938178390264511,-0.0670740157365799,0.052087120711803436,-0.025785967707633972,-0.09516199678182602,0.05157852917909622,-0.05392872169613838,0.03468608111143112,-0.04554484039545059,0.04092986136674881,-0.016798973083496094,-0.09111062437295914,0.0008898749947547913,-0.036474183201789856,0.04283439368009567,-0.08974944800138474,0.004268191754817963,-0.03286401927471161,-0.008408188819885254,0.048703037202358246,0.00898037850856781,-0.08005501329898834,0.029376529157161713,-0.08255873620510101,0.0394870862364769,0.08088979870080948,0.03961091488599777,-0.08143232017755508,0.06070428341627121,-0.014063641428947449,0.09593523293733597,0.08771783858537674,0.007912442088127136,-0.008674941956996918,-0.08332939445972443,-0.0562780387699604,0.08942126482725143,0.016165614128112793,0.0632852241396904,0.0667567327618599,-0.06258562207221985,0.05278880149126053,-0.054649531841278076,-0.034063875675201416,-0.014061465859413147,-0.03152499347925186,-0.016864635050296783,0.03758900612592697,0.08138974756002426,0.03176657110452652,-0.06632675230503082,0.09975237399339676,-0.0024224892258644104,-0.014153935015201569,-0.033265963196754456,-0.09898123890161514,-0.0006299391388893127,0.02926250547170639,0.07300762087106705,0.006648421287536621,-0.09010708332061768,0.0918957069516182,0.04736762493848801,-0.06229612976312637,-0.025478757917881012,-0.09195301681756973,0.010132566094398499,-0.09020965546369553,-0.020382031798362732,0.09925293177366257,-0.045845892280340195,-0.020353659987449646,-0.09029370546340942,-0.04188407585024834,-0.06249631568789482,0.004199884831905365,-0.07752655446529388,0.027129285037517548,-0.012046456336975098,0.08649665862321854,0.06650625914335251,0.08205042034387589,-0.06433470547199249,0.08034130185842514,0.09283026307821274,-0.011298000812530518,-0.07450149953365326,-0.0452759750187397,-0.012795642018318176,0.0772121474146843,0.0827985480427742,0
1,1,-0.08576961606740952,0.06453016400337219,-0.017154550179839134,0.04137137159705162,0.08530256897211075,-0.026654038578271866,-0.07272396236658096,0.10976254940032959,-0.09845048934221268,0.019060881808400154,-0.0669865608215332,0.051701806485652924,-0.025238629430532455,-0.098333440721035,0.07912205904722214,-0.05807521939277649,0.03437391296029091,-0.05410574749112129,0.04286763817071915,-0.010674834251403809,-0.09132233262062073,0.005756933707743883,-0.036613963544368744,0.06517910957336426,-0.09889742732048035,0.010865416377782822,-0.049368713051080704,-0.012936399318277836,0.0494559071958065,0.008933880366384983,-0.08538519591093063,0.03379998356103897,-0.09012138843536377,0.050213735550642014,0.07919881492853165,0.03802572563290596,-0.08146652579307556,0.07296814769506454,-0.01625099778175354,0.10580381751060486,0.11948439478874207,0.018941208720207214,-0.008928573690354824,-0.08484477549791336,-0.05952388793230057,0.11156367510557175,0.02975074015557766,0.07535000145435333,0.07288139313459396,-0.07797630876302719,0.08646094053983688,-0.05465427413582802,-0.040715351700782776,-0.014534728601574898,-0.03918348252773285,0.0010905374074354768,0.0600496381521225,0.08233370631933212,0.03177467733621597,-0.0663672611117363,0.1447860598564148,-0.005830023903399706,-0.021699341014027596,-0.03327934071421623,-0.10159463435411453,0.03225363790988922,0.028022687882184982,0.10834725946187973,0.0019712860230356455,-0.08996592462062836,0.09754185378551483,0.06314875185489655,-0.05737566202878952,-0.025424836203455925,-0.09288076311349869,0.011747583746910095,-0.10018347948789597,-0.003981159534305334,0.134367898106575,-0.04641817882657051,-0.02017507143318653,-0.09483510255813599,-0.045745331794023514,-0.06870748102664948,0.007523758336901665,-0.07875023782253265,0.024993544444441795,-0.008928232826292515,0.11762852966785431,0.07887978106737137,0.11112477630376816,-0.06508970260620117,0.07997998595237732,0.0902017280459404,-0.01038419734686613,-0.08360517770051956,-0.041539937257766724,-0.012856703251600266,0.0801917240023613,0.08835112303495407,0
2,2,-0.09298014640808105,0.08412104845046997,-0.016980260610580444,0.07193075120449066,0.09547579288482666,-0.031895652413368225,-0.07820293307304382,0.15018151700496674,-0.12348967790603638,0.019060734659433365,-0.06766656041145325,0.05162384361028671,-0.025288354605436325,-0.12752890586853027,0.10556017607450485,-0.0836823582649231,0.024164864793419838,-0.08762501925230026,0.02954380214214325,-0.023019801825284958,-0.09139265865087509,0.0074102990329265594,-0.03662867471575737,0.08991336077451706,-0.12469058483839035,0.011562254279851913,-0.0945800244808197,-0.027246488258242607,0.0472506545484066,0.0005067639285698533,-0.10091514885425568,0.032599981874227524,-0.12441431730985641,0.06692717969417572,0.07885921001434326,0.03130721300840378,-0.08147820830345154,0.09440096467733383,-0.031097328290343285,0.12947146594524384,0.18317049741744995,0.02828545682132244,-0.01586632989346981,-0.0917196124792099,-0.08509307354688644,0.1479628086090088,0.043486565351486206,0.10178358852863312,0.09749404340982437,-0.11557327210903168,0.1363944411277771,-0.05465427413582802,-0.07539130002260208,-0.02568884752690792,-0.05432881787419319,0.0039702774956822395,0.0752456933259964,0.08442682772874832,0.031754907220602036,-0.07006435841321945,0.2018936574459076,-0.009719211608171463,-0.03258093073964119,-0.033280957490205765,-0.12563090026378632,0.08113254606723785,0.027938438579440117,0.16739825904369354,-0.019658058881759644,-0.08996577560901642,0.1191941350698471,0.07889290899038315,-0.07193263620138168,-0.02542482502758503,-0.09908219426870346,0.0008772292057983577,-0.12497682869434357,0.013347124680876732,0.19015783071517944,-0.04945145547389984,-0.02017677016556263,-0.12480513751506805,-0.07691031694412231,-0.10225873440504074,0.003711601020768285,-0.08418672531843185,0.019077366217970848,-0.020339271053671837,0.17035403847694397,0.09600608795881271,0.15815480053424835,-0.07085851579904556,0.08750209957361221,0.08867793530225754,-0.010327360592782497,-0.10676362365484238,-0.04136804863810539,-0.01285791490226984,0.12088502198457718,0.1135605201125145,0
3,3,-0.09780684113502502,0.08664543926715851,-0.016964945942163467,0.08026893436908722,0.09972167760133743,-0.03604452684521675,-0.08282112330198288,0.1606203019618988,-0.13754843175411224,0.019060734659433365,-0.0679493173956871,0.051499661058187485,-0.025302553549408913,-0.14969217777252197,0.11154774576425552,-0.10291636735200882,0.017591582611203194,-0.11107495427131653,0.016198933124542236,-0.027335425838828087,-0.09137633442878723,-0.0002891002513933927,-0.03662867471575737,0.09580403566360474,-0.14334754645824432,0.01015071664005518,-0.11031361669301987,-0.03498582914471626,0.045787252485752106,-0.003290800843387842,-0.11033537983894348,0.029194097965955734,-0.13910087943077087,0.0682799443602562,0.07878619432449341,0.025205694139003754,-0.08147820830345154,0.10190705955028534,-0.03799835592508316,0.13504187762737274,0.19991886615753174,0.02864845283329487,-0.02024471014738083,-0.0953940898180008,-0.10584861040115356,0.15692943334579468,0.04964914172887802,0.11366550624370575,0.10513437539339066,-0.14069147408008575,0.1476699560880661,-0.05465427413582802,-0.09146851301193237,-0.03178637474775314,-0.06438875943422318,0.0018605532823130488,0.08271818608045578,0.08507613837718964,0.031754907220602036,-0.07441209256649017,0.21341143548488617,-0.016455980017781258,-0.03880709782242775,-0.03328104317188263,-0.14397099614143372,0.09530027955770493,0.02793584018945694,0.18347448110580444,-0.032049428671598434,-0.08996577560901642,0.12243958562612534,0.08789001405239105,-0.08335833251476288,-0.02542482502758503,-0.10787395387887955,-0.006793023087084293,-0.14060315489768982,0.013449607416987419,0.20778349041938782,-0.05146443843841553,-0.02017677016556263,-0.14317689836025238,-0.09557543694972992,-0.12221410870552063,-0.0007814939599484205,-0.09398919343948364,0.012345653958618641,-0.024979308247566223,0.19097475707530975,0.09710399061441422,0.17610836029052734,-0.0720224380493164,0.0960894450545311,0.08493836224079132,-0.014452905394136906,-0.12174715846776962,-0.04140853136777878,-0.01285791490226984,0.13868290185928345,0.12620213627815247,0
4,4,-0.10176072269678116,0.0867929607629776,-0.016978083178400993,0.08059883862733841,0.1104179099202156,-0.03962418809533119,-0.08573619276285172,0.16818420588970184,-0.1455792486667633,0.019060734659433365,-0.06801716238260269,0.05149291828274727,-0.025317206978797913,-0.1640707552433014,0.12885847687721252,-0.1164720207452774,0.012242867611348629,-0.126844584941864,0.0006889028591103852,-0.02830038033425808,-0.09137655794620514,-0.00729649793356657,-0.03662867471575737,0.10681642591953278,-0.15514440834522247,0.007565751206129789,-0.11951427906751633,-0.03510642424225807,0.04835204780101776,-0.00469913799315691,-0.11342039704322815,0.028639374300837517,-0.1406709849834442,0.06625378876924515,0.07877412438392639,0.02100435271859169,-0.08147820830345154,0.10367920994758606,-0.04385256767272949,0.13897298276424408,0.21214383840560913,0.026391539722681046,-0.023788055405020714,-0.09784115850925446,-0.11887205392122269,0.1663811206817627,0.06005233898758888,0.12140511721372604,0.11141567677259445,-0.15900152921676636,0.15241621434688568,-0.05465427413582802,-0.09166920185089111,-0.03403893858194351,-0.07115455716848373,0.007700777146965265,0.09277280420064926,0.08558452129364014,0.031754907220602036,-0.07430773228406906,0.21982967853546143,-0.02400415763258934,-0.03549550473690033,-0.03327310085296631,-0.16316653788089752,0.1088930070400238,0.027934879064559937,0.1894419640302658,-0.03678726777434349,-0.08996577560901642,0.12776754796504974,0.10040006041526794,-0.08612783253192902,-0.02542482502758503,-0.11379696428775787,0.0003196375910192728,-0.15117645263671875,0.01763514056801796,0.2192758172750473,-0.051091115921735764,-0.02017677016556263,-0.15095849335193634,-0.10813585668802261,-0.1367480754852295,-0.00786576047539711,-0.10697570443153381,0.006135765463113785,-0.022760579362511635,0.20618078112602234,0.09347772598266602,0.18846279382705688,-0.0701582282781601,0.10375899821519852,0.08327808976173401,-0.0190929863601923,-0.12911798059940338,-0.04197346791625023,-0.01285791490226984,0.1532381772994995,0.13811370730400085,0
5,5,-0.10663583129644394,0.08318378776311874,-0.016934018582105637,0.07560287415981293,0.11097283661365509,-0.03970581665635109,-0.0874331071972847,0.15911488234996796,-0.15729141235351562,0.019049447029829025,-0.06818681955337524,0.05149119719862938,-0.025360262021422386,-0.17113471031188965,0.124224454164505,-0.12295246869325638,0.014680689200758934,-0.14340108633041382,-0.004389663226902485,-0.031592901796102524,-0.09137655794620514,-0.00989234447479248,-0.03662867471575737,0.09918773919343948,-0.15855556726455688,0.0018336647190153599,-0.12437527626752853,-0.04369999095797539,0.03206140175461769,-0.013090476393699646,-0.1145489513874054,0.02503105439245701,-0.14623257517814636,0.06079135090112686,0.07872550189495087,0.020203351974487305,-0.08149748295545578,0.0930832177400589,-0.045096855610609055,0.13710466027259827,0.20291104912757874,0.02018650807440281,-0.02487146481871605,-0.10025602579116821,-0.1415216475725174,0.15636573731899261,0.06393899768590927,0.10728667676448822,0.11234866827726364,-0.16593584418296814,0.14353395998477936,-0.05465427413582802,-0.09831812977790833,-0.03972489386796951,-0.08198543637990952,0.005724787246435881,0.08921186625957489,0.08621004223823547,0.031607892364263535,-0.07378111034631729,0.2168455272912979,-0.03003242239356041,-0.039019208401441574,-0.03325764462351799,-0.18371933698654175,0.108869269490242,0.027934759855270386,0.18256576359272003,-0.037294261157512665,-0.08995482325553894,0.11933188885450363,0.10126923769712448,-0.086555615067482,-0.02542482502758503,-0.11826338618993759,-0.007008804474025965,-0.15432751178741455,0.018062561750411987,0.21409451961517334,-0.0518348403275013,-0.02017677016556263,-0.16012659668922424,-0.1261230707168579,-0.1426490694284439,-0.019209420308470726,-0.12104462087154388,-0.0005564616294577718,-0.03939363360404968,0.20544898509979248,0.08675815910100937,0.1886623501777649,-0.07159297913312912,0.09777545183897018,0.08298949152231216,-0.018287383019924164,-0.14795762300491333,-0.04795049503445625,-0.01285791490226984,0.15365320444107056,0.14356760680675507,0
6,6,-0.10819793492555618,0.08508384227752686,-0.016901370137929916,0.07550212740898132,0.11806599050760269,-0.03911575302481651,-0.08570650219917297,0.16754154860973358,-0.15650540590286255,0.019049447029829025,-0.06838883459568024,0.05149071663618088,-0.025365689769387245,-0.172811821103096,0.1335245966911316,-0.12514619529247284,0.013888930901885033,-0.14502757787704468,-0.007353112567216158,-0.031560856848955154,-0.09137655794620514,-0.010351713746786118,-0.03662867471575737,0.10496069490909576,-0.15999317169189453,0.0013427184894680977,-0.12519951164722443,-0.041304685175418854,0.03156627342104912,-0.01059219241142273,-0.1143333688378334,0.02580614946782589,-0.14505067467689514,0.06109939515590668,0.07865268737077713,0.020896166563034058,-0.08149799704551697,0.09148356318473816,-0.04675779864192009,0.1402776837348938,0.2106458693742752,0.020175255835056305,-0.02604791708290577,-0.10005971789360046,-0.14157594740390778,0.16423170268535614,0.06963840126991272,0.1098375916481018,0.11665575951337814,-0.16837742924690247,0.1470019817352295,-0.05465427413582802,-0.09430461376905441,-0.03791341930627823,-0.08263137936592102,0.01091070007532835,0.09390432387590408,0.08660266548395157,0.031607870012521744,-0.07264641672372818,0.22341525554656982,-0.030344467610120773,-0.0354699082672596,-0.03325875476002693,-0.1890309751033783,0.11786115914583206,0.027934759855270386,0.1870948076248169,-0.034958429634571075,-0.0899643823504448,0.12423457205295563,0.10844378173351288,-0.08308938890695572,-0.02542482502758503,-0.12005536258220673,-3.7294976209523156e-06,-0.15468408167362213,0.02300487458705902,0.22125595808029175,-0.05183050408959389,-0.02017677016556263,-0.16055741906166077,-0.12648384273052216,-0.14494027197360992,-0.022672226652503014,-0.12325463443994522,-0.004267074167728424,-0.03483957052230835,0.21061278879642487,0.08758800476789474,0.19351832568645477,-0.07098642736673355,0.10148236900568008,0.08302566409111023,-0.018398260697722435,-0.1491803377866745,-0.048913341015577316,-0.01285791490226984,0.15836650133132935,0.14872393012046814,0
7,7,-0.10973610728979111,0.08805781602859497,-0.016904493793845177,0.07359040528535843,0.12437520176172256,-0.039078131318092346,-0.08491956442594528,0.17238616943359375,-0.15748369693756104,0.019049381837248802,-0.06839343905448914,0.05148724839091301,-0.025365127250552177,-0.1727924644947052,0.13516399264335632,-0.1256840080022812,0.018278682604432106,-0.14568087458610535,-0.006075545679777861,-0.03310234099626541,-0.09137655794620514,-0.007319645024836063,-0.03662867471575737,0.10563607513904572,-0.16041016578674316,0.0004043240624014288,-0.12306056916713715,-0.04353989660739899,0.025640295818448067,-0.011432086117565632,-0.1143292784690857,0.028164835646748543,-0.14595620334148407,0.062181130051612854,0.0782441645860672,0.02136119455099106,-0.0814981460571289,0.08833636343479156,-0.04704159125685692,0.14399732649326324,0.2150712013244629,0.021811973303556442,-0.027261745184659958,-0.09909535944461823,-0.146948903799057,0.165807843208313,0.07438512146472931,0.1049114242196083,0.12230426073074341,-0.16450810432434082,0.14861097931861877,-0.05465427786111832,-0.09361930936574936,-0.03913179412484169,-0.08741983026266098,0.01342695765197277,0.09519084542989731,0.08661673218011856,0.03160760924220085,-0.07159272581338882,0.22978831827640533,-0.03069109283387661,-0.03871512785553932,-0.03327459841966629,-0.19505180418491364,0.12157227098941803,0.027934759855270386,0.19156187772750854,-0.030541008338332176,-0.08994042128324509,0.12607692182064056,0.11082908511161804,-0.07640980184078217,-0.02542482502758503,-0.1231059655547142,-0.0002172916429117322,-0.15203173458576202,0.02708311565220356,0.2252751737833023,-0.05141298845410347,-0.02017677016556263,-0.16294527053833008,-0.1299249529838562,-0.14309056103229523,-0.02583438530564308,-0.12607204914093018,-0.00565387262031436,-0.037773266434669495,0.21170631051063538,0.09012523293495178,0.1961064636707306,-0.07212553173303604,0.10108089447021484,0.08327971398830414,-0.015874581411480904,-0.15644265711307526,-0.05084357038140297,-0.01285791490226984,0.1581723690032959,0.15359798073768616,0
8,8,-0.10949217528104782,0.08677930384874344,-0.016850067302584648,0.07104578614234924,0.13344396650791168,-0.03862426057457924,-0.08525937050580978,0.17417103052139282,-0.15893703699111938,0.019049348309636116,-0.06839775294065475,0.05148288235068321,-0.025365175679326057,-0.1703563928604126,0.13380920886993408,-0.1265612095594406,0.021785331889986992,-0.14863218367099762,0.0005391924642026424,-0.03136235475540161,-0.09137655794620514,-0.006144044455140829,-0.03662867471575737,0.10421423614025116,-0.1612808257341385,0.0018025466706603765,-0.1233057826757431,-0.05019616708159447,0.022236544638872147,-0.015944378450512886,-0.11515340954065323,0.028867006301879883,-0.14969947934150696,0.06516575068235397,0.07801199704408646,0.022611064836382866,-0.08149883896112442,0.08995076268911362,-0.047014206647872925,0.14417025446891785,0.21563206613063812,0.021694015711545944,-0.026888273656368256,-0.10119296610355377,-0.15490014851093292,0.1628054529428482,0.07905994355678558,0.1028987467288971,0.12511013448238373,-0.16051675379276276,0.1489861160516739,-0.05465429276227951,-0.09551522880792618,-0.04266766458749771,-0.09502372145652771,0.011712426319718361,0.09410391747951508,0.08664644509553909,0.03160626441240311,-0.07168635725975037,0.2319972813129425,-0.03322684019804001,-0.04332307353615761,-0.03329038992524147,-0.19632713496685028,0.12154724448919296,0.027934759855270386,0.19419042766094208,-0.026441631838679314,-0.08990171551704407,0.12693355977535248,0.11186223477125168,-0.07578817009925842,-0.02542482502758503,-0.12427007406949997,-0.006696030497550964,-0.15038087964057922,0.02443677932024002,0.2294214963912964,-0.052107639610767365,-0.02017677016556263,-0.16601218283176422,-0.13126623630523682,-0.14094425737857819,-0.024734841659665108,-0.12781934440135956,-0.003257554490119219,-0.04181915521621704,0.21453426778316498,0.0935603454709053,0.199014812707901,-0.07244551926851273,0.10072243213653564,0.08331680297851562,-0.016178451478481293,-0.16173288226127625,-0.05080864205956459,-0.01285791490226984,0.15844199061393738,0.15627087652683258,0
9,9,-0.10935942828655243,0.08394458144903183,-0.016874268651008606,0.07115170359611511,0.12904563546180725,-0.039417192339897156,-0.08852095156908035,0.17670512199401855,-0.15864181518554688,0.019049249589443207,-0.06839863210916519,0.05147726088762283,-0.02536526694893837,-0.17124725878238678,0.1315523236989975,-0.12877947092056274,0.019347364082932472,-0.14992301166057587,-0.001993485726416111,-0.03392861410975456,-0.09137655794620514,-0.008736612275242805,-0.03662867471575737,0.10729347169399261,-0.1638069599866867,0.0029034987092018127,-0.127070352435112,-0.05360860005021095,0.017778920009732246,-0.020241988822817802,-0.11926762014627457,0.028634727001190186,-0.15823036432266235,0.06562923640012741,0.07789324223995209,0.022667953744530678,-0.08149896562099457,0.0905788317322731,-0.04914937540888786,0.1440182477235794,0.21341656148433685,0.018396735191345215,-0.029467200860381126,-0.1043674647808075,-0.15676003694534302,0.163091778755188,0.07509243488311768,0.1021065041422844,0.12375631183385849,-0.16390535235404968,0.1515156477689743,-0.05465429276227951,-0.10252930968999863,-0.04478778690099716,-0.10157616436481476,0.005113447550684214,0.08907094597816467,0.08636878430843353,0.03160569444298744,-0.07372672855854034,0.23274798691272736,-0.03577204793691635,-0.04412231594324112,-0.03323790803551674,-0.1993706226348877,0.12346011400222778,0.027934759855270386,0.1951308697462082,-0.02652864344418049,-0.08987218886613846,0.12656746804714203,0.1115286722779274,-0.0802992433309555,-0.02542482502758503,-0.12667633593082428,-0.011998954229056835,-0.154630646109581,0.023817025125026703,0.22899162769317627,-0.054579317569732666,-0.02017677016556263,-0.16752831637859344,-0.13361917436122894,-0.14216478168964386,-0.024595176801085472,-0.12910453975200653,-0.003461570478975773,-0.04407280310988426,0.21642734110355377,0.09601297229528427,0.19909651577472687,-0.07545493543148041,0.0982259213924408,0.08316127210855484,-0.01953144185245037,-0.16357451677322388,-0.05120602250099182,-0.01285791490226984,0.16018913686275482,0.15645833313465118,0
